57404312213102573130535121623701575324660752536153337662374157531437046612335353163756240153524131576357403153520146143661013724660733535321375624015352414060075253527613574301533301615357376157466121,{b'a': [(5, 7)], b'b': [(2, 2), (4, 5), (5, 4), (6, 5)], b'c': [(4, 4), (7, 5)], b'd': [(3, 1), (4, 3)], b'e': [(0, 1), (1, 4), (3, 0), (4, 1), (7, 6)], b'f': [(1, 0), (3, 4), (7, 0)], b'g': [(0, 7), (1, 2), (6, 2)], b'h': [(3, 3), (5, 2)], b'i': [(1, 1), (6, 0), (6, 6)], b'j': [(4, 7), (7, 3)], b'k': [(0, 0), (0, 6), (3, 5), (5, 5)], b'l': [(0, 4), (2, 4), (4, 6), (7, 7)], b'm': [(0, 2), (1, 3), (2, 7), (7, 1)], b'n': [(4, 0)], b'o': [(1, 6), (2, 1)], b'p': [(2, 6)], b'q': [(3, 2), (4, 2), (7, 4)], b'r': [(3, 7)], b's': [(3, 6), (6, 1)], b't': [(5, 3)], b'u': [(0, 5), (5, 6)], b'v': [(6, 4), (6, 7)], b'w': [(5, 0), (5, 1)], b'x': [(0, 3), (1, 5), (2, 3), (2, 5), (7, 2)], b'y': [(1, 7), (6, 3)], b'z': [(2, 0)]}
37457462740203336323523064737306562710606414742132477426636460670733274523212321020633010625625174644427514632332712633363214564444404712764044564233031644444463003476045634574647203316404731067407125,{b'a': [(6, 4)], b'b': [(1, 7), (3, 4), (7, 0)], b'c': [(1, 6), (4, 1)], b'd': [(2, 2), (7, 2)], b'e': [(6, 3), (7, 4)], b'f': [(0, 2), (3, 1), (4, 6), (6, 7)], b'g': [(1, 1), (1, 3)], b'h': [(1, 2), (4, 5), (5, 1)], b'i': [(2, 3)], b'j': [(4, 3), (6, 6)], b'k': [(1, 4)], b'l': [(4, 4), (7, 7)], b'm': [(2, 6), (4, 7)], b'n': [(0, 4), (5, 5), (5, 7)], b'o': [(0, 3), (0, 6), (0, 7), (1, 0), (3, 2), (7, 1)], b'p': [(5, 2), (5, 4)], b'q': [(0, 0), (1, 5), (3, 5), (5, 3), (6, 1)], b'r': [(3, 0), (3, 3), (6, 2)], b's': [(2, 1)], b't': [(2, 7), (6, 0)], b'u': [(2, 5), (5, 6)], b'v': [(2, 4), (5, 0)], b'w': [(0, 5), (2, 0), (3, 7), (6, 5)], b'x': [(7, 5)], b'y': [(0, 1), (4, 0), (4, 2), (7, 3)], b'z': [(3, 6), (7, 6)]}
77212651315365065324420707456063530240253556323377065335302722773424277660155120071677213006117725027257242451262572635335425061726353020704704307250212346570727522257714577714531242772261001243206417,{b'a': [(5, 1), (7, 7)], b'b': [(4, 1)], b'c': [(5, 7)], b'd': [(2, 6), (3, 0), (5, 6), (6, 1)], b'e': [(0, 7), (3, 2), (3, 5), (4, 6), (5, 0), (6, 5)], b'f': [(1, 5), (3, 1)], b'g': [(1, 0), (7, 5)], b'h': [(0, 2), (2, 4)], b'i': [(0, 4), (1, 1), (2, 7), (7, 2)], b'j': [(6, 7)], b'k': [(1, 3), (7, 1)], b'l': [(2, 0), (4, 3)], b'm': [(0, 5), (4, 5), (5, 5)], b'n': [(2, 1), (2, 2), (6, 3)], b'o': [(1, 2), (6, 0)], b'p': [(0, 0), (3, 3), (7, 6)], b'q': [(0, 1), (5, 2), (5, 4), (7, 3)], b'r': [(0, 6), (4, 2)], b's': [(1, 4), (3, 4), (4, 0), (7, 0)], b't': [(5, 3)], b'u': [(2, 3), (3, 7), (4, 4), (6, 4)], b'v': [(4, 7)], b'w': [(2, 5)], b'x': [(1, 6), (1, 7), (6, 2), (6, 6)], b'y': [(3, 6)], b'z': [(0, 3), (7, 4)]}
05035734146677050314504340363457063630023653367011576002732566367025360503431730036653037132146670125650667705134377447704033604730776023605714025435005035701725477032644057101251432050354776566416605,{b'a': [(7, 1), (7, 3)], b'b': [(2, 6), (4, 2), (4, 7)], b'c': [(1, 2), (5, 3)], b'd': [(1, 1)], b'e': [(1, 4), (4, 3), (5, 4), (5, 7)], b'f': [(0, 1), (4, 0)], b'g': [(2, 0), (2, 3)], b'h': [(0, 3), (5, 6)], b'i': [(6, 6)], b'j': [(1, 3)], b'k': [(2, 2), (6, 3), (6, 7), (7, 6)], b'l': [(0, 7), (1, 0), (7, 2)], b'm': [(1, 7), (4, 5), (6, 0)], b'n': [(0, 2), (0, 6), (7, 0)], b'o': [(3, 6)], b'p': [(3, 7), (6, 5), (7, 5)], b'q': [(1, 5), (3, 1), (5, 1)], b'r': [(2, 1), (3, 2), (3, 4), (4, 1), (5, 0)], b's': [(7, 7)], b't': [(0, 5), (2, 5), (4, 6)], b'u': [(4, 4)], b'v': [(1, 6), (3, 5), (6, 4)], b'w': [(0, 4), (3, 0)], b'x': [(2, 7), (3, 3), (6, 1), (7, 4)], b'y': [(0, 0), (2, 4), (5, 5)], b'z': [(5, 2), (6, 2)]}
42204564524653644326642645462642644645645224776524164311221566501164432464526674057222236443247765467243400364645246536443006426454667236424456443467276664566646443466443665002722077644324160766456664,{b'a': [(0, 0), (2, 6), (6, 7)], b'b': [(4, 0), (7, 5)], b'c': [(2, 7), (4, 1)], b'd': [(1, 1)], b'e': [(2, 4), (4, 6)], b'f': [(2, 3), (4, 2), (7, 7)], b'g': [(0, 2), (0, 5), (2, 5), (5, 5)], b'h': [(4, 3), (5, 2)], b'i': [(6, 6)], b'j': [(3, 0), (7, 0)], b'k': [(1, 7), (6, 0), (6, 1)], b'l': [(6, 5)], b'm': [(1, 5), (6, 2)], b'n': [(2, 1), (3, 5), (3, 7), (4, 4), (5, 0), (5, 1), (7, 4)], b'o': [(2, 0), (2, 2)], b'p': [(0, 7), (3, 1), (3, 3), (7, 6)], b'q': [(3, 4)], b'r': [(4, 5)], b's': [(1, 6), (7, 2)], b't': [(6, 4)], b'u': [(0, 3), (1, 4), (6, 3)], b'v': [(1, 0), (5, 6), (7, 1)], b'w': [(3, 6)], b'x': [(0, 4), (0, 6), (1, 2), (3, 2), (5, 7)], b'y': [(0, 1), (5, 3), (5, 4)], b'z': [(1, 3), (4, 7), (7, 3)]}
45467212323746011235040735750202351666532770126154103501276035166017400154270161723561351660003504413564613632276172356135166000731661075432350460134564646072053131611172505327350104667034253020012660,{b'a': [(0, 5), (0, 7), (4, 1), (4, 5), (7, 5)], b'b': [(0, 3), (5, 6), (7, 7)], b'c': [(1, 3), (2, 4), (3, 1), (6, 3)], b'd': [(7, 2)], b'e': [(3, 2), (6, 0)], b'f': [(1, 5), (4, 0), (5, 2)], b'g': [(2, 7)], b'h': [(0, 4), (1, 6)], b'i': [(3, 3), (5, 0), (6, 6)], b'j': [(2, 3)], b'k': [(1, 0), (3, 7)], b'l': [(0, 2), (6, 4)], b'm': [(0, 0), (5, 7)], b'n': [(4, 6), (5, 3)], b'o': [(0, 1), (6, 1)], b'p': [(2, 0), (3, 4)], b'q': [(2, 1), (2, 2), (4, 7)], b'r': [(1, 1), (1, 7), (3, 0), (5, 4)], b's': [(0, 6), (2, 6), (7, 0)], b't': [(3, 5)], b'u': [(1, 4), (2, 5), (5, 1), (6, 5), (6, 7)], b'v': [(3, 6), (6, 2), (7, 1)], b'w': [(1, 2), (4, 2), (4, 4), (7, 3)], b'x': [(7, 4), (7, 6)], b'y': [(4, 3)], b'z': [(5, 5)]}
65165006524775476623527457147137125422053422524775676175354766015370152212324361571743610567525370642046255734126755350566174704572547157532575267161543124620572543204743056663570415126747724306142506,{b'a': [(0, 5), (4, 7)], b'b': [(3, 6), (3, 7), (4, 1), (4, 2), (6, 5)], b'c': [(1, 1), (6, 2), (7, 3), (7, 7)], b'd': [(0, 4), (2, 2)], b'e': [(0, 6), (5, 7)], b'f': [(0, 1), (2, 1), (3, 2), (7, 2)], b'g': [(6, 4)], b'h': [(2, 0), (6, 1)], b'i': [(2, 3), (5, 5), (7, 5)], b'j': [(5, 6)], b'k': [(4, 4), (6, 3)], b'l': [(5, 4)], b'm': [(1, 7), (2, 5)], b'n': [(1, 5), (2, 6), (3, 4)], b'o': [(1, 2), (5, 3)], b'p': [(0, 0), (0, 7), (2, 4), (3, 1), (7, 6)], b'q': [(1, 0), (3, 3), (4, 0)], b'r': [(1, 4), (2, 7)], b's': [(5, 2), (6, 6)], b't': [(4, 3), (4, 6), (5, 0), (6, 7)], b'u': [(1, 6), (3, 0), (7, 0)], b'v': [(7, 4)], b'w': [(3, 5)], b'x': [(0, 3), (4, 5), (5, 1)], b'y': [(0, 2), (7, 1)], b'z': [(1, 3), (6, 0)]}
61521075664504314505662036554653726566053372750161652625552624252355462255625461462255636172321255725772006152020515326166255522660125124204465522051462720110575522660137666261540455225415000710576103,{b'a': [(0, 5), (1, 0), (7, 2)], b'b': [(1, 4), (5, 4)], b'c': [(1, 7), (5, 3)], b'd': [(4, 6)], b'e': [(0, 4), (1, 5), (2, 5), (3, 7), (4, 2)], b'f': [(2, 2)], b'g': [(1, 1), (2, 3), (3, 6), (5, 1)], b'h': [(0, 1), (1, 6), (2, 0), (4, 5)], b'i': [(6, 1)], b'j': [(0, 7), (7, 1)], b'k': [(2, 7), (4, 0), (4, 4)], b'l': [(2, 4), (3, 2), (6, 7)], b'm': [(5, 7)], b'n': [(0, 0), (0, 3), (1, 3), (3, 1), (4, 7), (5, 6), (7, 0)], b'o': [(5, 5)], b'p': [(2, 6)], b'q': [(4, 3), (7, 4)], b'r': [(0, 2), (6, 2), (6, 3), (6, 4), (7, 7)], b's': [(1, 2), (5, 2), (6, 5)], b't': [(6, 6)], b'u': [(2, 1), (3, 5)], b'v': [(5, 0)], b'w': [(3, 3), (6, 0)], b'x': [(3, 0), (3, 4), (4, 1)], b'y': [(0, 6), (7, 5)], b'z': [(7, 3), (7, 6)]}
50141136354014503567726615675142565250141132666035676607146636321242527567071442154272551511436667075572725214242755212267557232662122562467676656327311501367167552553650142466154755751555721210401452,{b'a': [(6, 6)], b'b': [(2, 0), (4, 4), (5, 4), (6, 4)], b'c': [(4, 3)], b'd': [(3, 2), (3, 3)], b'e': [(1, 1), (2, 4), (4, 2)], b'f': [(7, 2)], b'g': [(0, 0), (4, 0)], b'h': [(1, 4)], b'i': [(1, 0), (3, 5)], b'j': [(0, 1), (3, 0), (4, 6), (5, 7), (7, 0), (7, 1)], b'k': [(0, 3), (2, 2), (6, 3), (7, 4)], b'l': [(1, 2), (7, 3)], b'm': [(0, 4), (4, 7), (6, 2)], b'n': [(2, 5), (3, 6), (5, 6)], b'o': [(5, 5)], b'p': [(1, 6), (5, 1)], b'q': [(6, 1)], b'r': [(1, 5), (2, 1)], b's': [(6, 7)], b't': [(0, 7), (5, 0), (5, 2)], b'u': [(1, 3), (7, 5), (7, 7)], b'v': [(0, 6), (4, 5), (5, 3)], b'w': [(0, 5), (2, 7)], b'x': [(2, 3), (2, 6), (3, 4), (3, 7), (4, 1)], b'y': [(1, 7), (6, 0)], b'z': [(0, 2), (3, 1), (6, 5), (7, 6)]}
03600337407553017172173215574160537224202276571615715341607555410371543621257271754142257063150371403615724157027020157033415320155741166005650673726315754117005322225771235723754103376524017236722435,{b'a': [(2, 4), (4, 2)], b'b': [(0, 2), (0, 6), (3, 3)], b'c': [(1, 0), (1, 3), (2, 6), (5, 6)], b'd': [(0, 1), (0, 7), (2, 3), (5, 5), (7, 7)], b'e': [(5, 7), (7, 2)], b'f': [(2, 2), (4, 5)], b'g': [(1, 4), (4, 0)], b'h': [(1, 5)], b'i': [(0, 3), (1, 7), (2, 1), (7, 4)], b'j': [(1, 1), (5, 0)], b'k': [(3, 5), (5, 4)], b'l': [(3, 1), (4, 7), (7, 3), (7, 6)], b'm': [(6, 1), (6, 5)], b'n': [(2, 5), (6, 6), (7, 1)], b'o': [(5, 3), (7, 5)], b'p': [(2, 7), (3, 4), (4, 6)], b'q': [(6, 2), (6, 4)], b'r': [(4, 1)], b's': [(0, 0), (1, 6), (3, 7)], b't': [(2, 0), (3, 2), (6, 0), (6, 3)], b'u': [(0, 5), (1, 2)], b'v': [(0, 4), (3, 0), (4, 4), (6, 7)], b'w': [(3, 6)], b'x': [(4, 3), (5, 2)], b'y': [(7, 0)], b'z': [(5, 1)]}
47213213676766647453066745231421440735661242142155665474575074421421440265661274216125274647214457505066643721655754635745215446661723142127665174464257732721245062661271142163247327216612742141065543,{b'a': [(1, 3), (2, 4), (5, 7)], b'b': [(2, 6), (3, 7), (7, 3), (7, 5)], b'c': [(3, 2), (4, 4)], b'd': [(6, 2), (7, 4)], b'e': [(2, 1)], b'f': [(1, 2), (1, 7)], b'g': [(3, 0), (3, 1)], b'h': [(1, 4)], b'i': [(0, 6), (2, 5)], b'j': [(7, 0)], b'k': [(4, 5)], b'l': [(2, 7), (5, 5)], b'm': [(6, 0)], b'n': [(5, 0), (6, 7)], b'o': [(6, 6)], b'p': [(3, 5), (6, 5)], b'q': [(0, 4), (0, 5), (2, 2), (7, 2)], b'r': [(3, 4), (5, 1), (5, 3), (5, 4), (7, 6)], b's': [(1, 1), (4, 3), (4, 6)], b't': [(2, 3), (4, 2), (6, 3), (6, 4), (7, 1)], b'u': [(0, 2), (0, 7), (2, 0), (5, 2)], b'v': [(0, 1), (1, 0), (4, 1), (6, 1)], b'w': [(3, 6), (4, 0), (7, 7)], b'x': [(0, 3), (1, 5)], b'y': [(0, 0), (3, 3), (4, 7)], b'z': [(1, 6), (5, 6)]}
44003124651100146073063423770325301571653173362727732373233660116223022340772236155253707366241231064767317323732306600361277323653350064352532773232257475743603173237323576716617073665207312453460360,{b'a': [(0, 6), (3, 6), (5, 7)], b'b': [(4, 1), (4, 4)], b'c': [(7, 0)], b'd': [(6, 0), (6, 7)], b'e': [(2, 3)], b'f': [(1, 3), (6, 1), (6, 2)], b'g': [(0, 1), (0, 4), (4, 6)], b'h': [(7, 3)], b'i': [(2, 4), (5, 2)], b'j': [(1, 0), (2, 0), (2, 6), (6, 3), (7, 5)], b'k': [(3, 0), (3, 5)], b'l': [(1, 4), (5, 4), (6, 4)], b'm': [(2, 2), (5, 0)], b'n': [(1, 5), (4, 3), (4, 7)], b'o': [(0, 3), (1, 1), (1, 6), (3, 3), (7, 1)], b'p': [(2, 1), (3, 2), (5, 6)], b'q': [(7, 4)], b'r': [(4, 0), (6, 6)], b's': [(0, 5), (0, 7), (1, 2), (1, 7), (5, 3)], b't': [(2, 7), (3, 1)], b'u': [(0, 0), (2, 5), (4, 5)], b'v': [(0, 2), (3, 4), (3, 7), (7, 2)], b'w': [(6, 5)], b'x': [(4, 2)], b'y': [(5, 1), (7, 7)], b'z': [(5, 5), (7, 6)]}
70405554475401120752507452156423454201404265405715207455536743537454527040345443477263535443535012431645504647542450540752713340342140702415522264411653746640475407674316535024331555324026425350475444,{b'a': [(5, 4)], b'b': [(2, 2)], b'c': [(5, 7), (6, 3)], b'd': [(5, 2)], b'e': [(5, 0), (7, 4)], b'f': [(2, 6), (7, 0)], b'g': [(2, 3), (2, 4), (3, 1), (7, 1)], b'h': [(4, 5), (5, 3)], b'i': [(1, 1), (1, 2), (4, 6), (6, 2), (6, 7)], b'j': [(1, 7), (5, 1), (7, 3), (7, 7)], b'k': [(2, 5), (3, 0), (7, 5)], b'l': [(3, 3), (3, 6)], b'm': [(4, 7)], b'n': [(0, 1), (0, 7), (4, 4)], b'o': [(1, 5), (4, 0)], b'p': [(0, 5), (1, 0)], b'q': [(0, 6), (3, 5), (5, 6), (6, 1)], b'r': [(3, 4), (5, 5)], b's': [(4, 3)], b't': [(1, 6), (4, 1), (4, 2), (6, 5)], b'u': [(6, 4), (7, 2)], b'v': [(2, 0), (7, 6)], b'w': [(0, 3), (0, 4), (1, 3), (6, 6)], b'x': [(1, 4)], b'y': [(0, 2), (2, 1), (3, 2)], b'z': [(0, 0), (2, 7), (3, 7), (6, 0)]}
14370667313724650563707642161420142063140604312763650626436333533372231053213163176553114537534163330614343753402514502553437363342343635365650667047224335473407065650630701416216075002131345043465317,{b'a': [(5, 3), (7, 0)], b'b': [(3, 6), (4, 6), (6, 4), (6, 6), (7, 3)], b'c': [(3, 4)], b'd': [(0, 2), (4, 5), (5, 5), (7, 2)], b'e': [(6, 3)], b'f': [(1, 0), (2, 6), (6, 1)], b'g': [(3, 1), (5, 4)], b'h': [(2, 0), (3, 7)], b'i': [(0, 0), (1, 6), (2, 4), (2, 5)], b'j': [(0, 1), (1, 5), (5, 1), (7, 7)], b'k': [(5, 7), (6, 0), (7, 6)], b'l': [(1, 7), (7, 5)], b'm': [(1, 3), (4, 3)], b'n': [(0, 4), (1, 1), (2, 1), (3, 3)], b'o': [(0, 6), (2, 3)], b'p': [(0, 5), (0, 7), (3, 2), (3, 5)], b'q': [(4, 7), (6, 2)], b'r': [(3, 0), (4, 0), (5, 2), (7, 4)], b's': [(6, 5)], b't': [(1, 4)], b'u': [(2, 7), (6, 7)], b'v': [(4, 1)], b'w': [(4, 2)], b'x': [(0, 3), (2, 2), (4, 4), (5, 6), (7, 1)], b'y': [(5, 0)], b'z': [(1, 2)]}
44477274115430742602511347671104243151343740342402400535502623117466002326713654731141267136743747302324261030267151057707231105511501726554247521643656116560676541712252123672107210513513242610044774,{b'a': [(3, 0), (7, 7)], b'b': [(3, 5)], b'c': [(2, 3)], b'd': [(3, 1), (3, 2), (6, 6)], b'e': [(2, 4), (4, 7), (5, 1)], b'f': [(6, 7), (7, 3), (7, 5)], b'g': [(1, 4), (6, 1), (7, 0)], b'h': [(0, 2), (1, 0), (7, 1)], b'i': [(2, 2), (3, 6), (4, 0), (5, 5)], b'j': [(0, 6), (4, 5)], b'k': [(6, 0)], b'l': [(4, 4), (5, 6)], b'm': [(0, 5), (4, 6), (5, 2), (5, 4)], b'n': [(0, 1), (7, 4)], b'o': [(1, 1), (2, 1), (6, 5)], b'p': [(3, 7)], b'q': [(2, 0), (4, 3), (5, 7)], b'r': [(0, 4), (1, 3), (4, 1), (4, 2), (6, 4)], b's': [(1, 7), (3, 4)], b't': [(2, 6), (7, 2)], b'u': [(0, 0), (0, 3), (1, 5), (5, 0)], b'v': [(6, 2)], b'w': [(1, 2), (5, 3), (6, 3)], b'x': [(2, 7), (3, 3)], b'y': [(0, 7), (1, 6)], b'z': [(2, 5), (7, 6)]}
00702536257647362575475245475461053647023202475672617045524664154145374526250462746266455332506670601445204736634664736647547570644761601445546475342562646070235672625615502750212036257545234225374754,{b'a': [(3, 2), (4, 6), (6, 2)], b'b': [(1, 6), (4, 1)], b'c': [(3, 5), (7, 5)], b'd': [(1, 5), (6, 3), (7, 3)], b'e': [(2, 5), (4, 5)], b'f': [(0, 5), (7, 6)], b'g': [(0, 3), (0, 6), (6, 7), (7, 2)], b'h': [(1, 4), (7, 0)], b'i': [(1, 0), (2, 3), (5, 0), (6, 5)], b'j': [(4, 0), (4, 3)], b'k': [(5, 7), (7, 7)], b'l': [(2, 0), (2, 1), (3, 4)], b'm': [(0, 2), (5, 2)], b'n': [(5, 6), (6, 4)], b'o': [(4, 7)], b'p': [(0, 4), (1, 3), (4, 4), (5, 5)], b'q': [(1, 7), (3, 0)], b'r': [(3, 6), (7, 4)], b's': [(2, 6), (5, 3), (7, 1)], b't': [(6, 0), (6, 1), (6, 6)], b'u': [(5, 4)], b'v': [(0, 7), (4, 2)], b'w': [(0, 0), (0, 1), (2, 7)], b'x': [(1, 2), (2, 2), (3, 1)], b'y': [(1, 1), (3, 7)], b'z': [(2, 4), (3, 3), (5, 1)]}
32311572651656725764540764631115531111647022101641101226646353111644130065571361531411566742665700574700744773364722471132101125444711664754731216153263324344537257005716137315531111537037104700132536,{b'a': [(3, 2), (4, 7)], b'b': [(2, 2), (7, 4)], b'c': [(6, 6)], b'd': [(1, 5), (4, 1)], b'e': [(1, 6), (5, 1), (6, 4), (7, 6)], b'f': [(0, 3), (0, 5), (2, 7), (4, 0)], b'g': [(0, 4), (5, 0), (5, 5), (7, 1)], b'h': [(5, 7), (6, 5)], b'i': [(1, 2), (1, 3), (5, 3)], b'j': [(0, 7), (1, 7)], b'k': [(2, 6)], b'l': [(1, 0)], b'm': [(6, 1), (6, 7), (7, 0)], b'n': [(1, 4), (3, 1), (3, 6)], b'o': [(2, 5), (5, 6)], b'p': [(2, 4), (4, 5), (4, 6)], b'q': [(2, 0), (3, 0), (3, 5), (5, 2), (6, 0)], b'r': [(5, 4), (7, 3)], b's': [(1, 1)], b't': [(0, 0), (7, 2)], b'u': [(3, 7), (4, 2)], b'v': [(2, 1), (3, 3), (3, 4), (7, 7)], b'w': [(0, 6), (4, 4), (6, 3)], b'x': [(0, 2), (7, 5)], b'y': [(2, 3), (4, 3)], b'z': [(0, 1), (6, 2)]}
21471011123157113231713137753444277760271321227734111220762622273543102422327722431006753134750101265324003124107361310124002437564314115721222105520645577651204516145755430621220074503722315326223622,{b'a': [(2, 1), (5, 2), (7, 1)], b'b': [(7, 3)], b'c': [(0, 0), (6, 0)], b'd': [(1, 0), (1, 4)], b'e': [(2, 4), (2, 6), (4, 3), (5, 7)], b'f': [(0, 3), (2, 0)], b'g': [(4, 5), (4, 6), (6, 5)], b'h': [(2, 7), (4, 2), (5, 4), (7, 4)], b'i': [(3, 7), (7, 7)], b'j': [(4, 1), (5, 3)], b'k': [(2, 3), (4, 0)], b'l': [(7, 6)], b'm': [(1, 1)], b'n': [(0, 5), (0, 6), (0, 7), (3, 4), (4, 7)], b'o': [(1, 6), (2, 5), (5, 1), (7, 2), (7, 5)], b'p': [(3, 2), (6, 3)], b'q': [(1, 7)], b'r': [(0, 1), (5, 0), (6, 4)], b's': [(2, 2)], b't': [(3, 1)], b'u': [(3, 6), (6, 1)], b'v': [(5, 5), (5, 6), (6, 2), (7, 0)], b'w': [(1, 3), (4, 4)], b'x': [(0, 2), (1, 5), (6, 7)], b'y': [(1, 2), (3, 5)], b'z': [(0, 4), (3, 0), (3, 3), (6, 6)]}
66224005070460340741774730651737602160654144407422604230770573606555607515601641227737560700777657407757673037607433412245417770163370372230435112531677567717032277511270150360314377675337604541771716,{b'a': [(7, 7)], b'b': [(5, 7)], b'c': [(1, 4), (2, 3), (6, 2)], b'd': [(0, 3), (1, 6)], b'e': [(0, 7), (3, 0), (4, 0), (4, 3), (5, 2)], b'f': [(0, 4), (2, 0), (7, 5)], b'g': [(1, 5), (3, 2)], b'h': [(2, 2), (4, 4)], b'i': [(1, 2), (3, 3)], b'j': [(1, 3), (7, 2)], b'k': [(4, 7)], b'l': [(4, 2), (5, 3), (6, 7)], b'm': [(0, 0), (2, 5), (7, 3)], b'n': [(1, 7), (3, 1), (4, 6), (7, 0)], b'o': [(6, 0)], b'p': [(3, 6), (6, 3)], b'q': [(2, 4), (5, 0)], b'r': [(0, 5), (0, 6), (3, 4), (5, 5)], b's': [(4, 5)], b't': [(3, 7), (4, 1)], b'u': [(2, 6), (6, 5)], b'v': [(2, 7), (5, 1), (7, 1)], b'w': [(0, 2), (1, 1), (6, 6), (7, 4)], b'x': [(0, 1), (3, 5), (5, 4)], b'y': [(2, 1), (5, 6), (7, 6)], b'z': [(1, 0), (6, 1), (6, 4)]}
03426060545415224213024542652713540252305403605730035622543456520702071354652361651736754234374213565622542054542710543414237354731665327442130256015460545753635432070277547002024260571373071051345470,{b'a': [(0, 7), (5, 7)], b'b': [(2, 7), (6, 3)], b'c': [(0, 0), (1, 1), (2, 6), (7, 5)], b'd': [(4, 6), (7, 3)], b'e': [(5, 4)], b'f': [(2, 0), (3, 7)], b'g': [(4, 1), (7, 1)], b'h': [(0, 1), (2, 2), (3, 1), (5, 2)], b'i': [(1, 2), (1, 4), (7, 7)], b'j': [(2, 4)], b'k': [(3, 3), (4, 0), (5, 3), (7, 2)], b'l': [(1, 0), (1, 7), (5, 1)], b'm': [(3, 4)], b'n': [(0, 3), (2, 3), (7, 0)], b'o': [(4, 2)], b'p': [(3, 2), (3, 5), (7, 4)], b'q': [(7, 6)], b'r': [(1, 3), (3, 0), (6, 1)], b's': [(1, 6)], b't': [(0, 2), (5, 6)], b'u': [(6, 5)], b'v': [(2, 1), (6, 6)], b'w': [(6, 0)], b'x': [(0, 6), (1, 5), (2, 5), (6, 4)], b'y': [(0, 4), (3, 6), (4, 3), (4, 4), (4, 5), (5, 5), (6, 2), (6, 7)], b'z': [(0, 5), (4, 7), (5, 0)]}
71026454061250540744540320551463433377554317732127710076716655360602205470520265203517200056121145114307201614545406765457165407606316125471551411540712526402202376710055275454071216200231717020124400,{b'a': [(0, 3), (2, 7), (3, 7), (4, 4), (7, 6)], b'b': [(7, 0)], b'c': [(4, 3)], b'd': [(0, 0), (0, 1), (2, 4), (6, 6)], b'e': [(1, 2), (5, 5)], b'f': [(0, 4), (2, 5)], b'g': [(3, 0), (3, 4), (7, 4)], b'h': [(0, 6), (0, 7), (3, 3)], b'i': [(1, 6)], b'j': [(4, 1), (4, 7), (5, 6), (6, 2)], b'k': [(2, 3), (4, 2)], b'l': [(3, 5)], b'm': [(2, 1), (4, 6), (5, 0), (7, 3)], b'n': [(7, 1)], b'o': [(0, 2), (1, 7)], b'p': [(1, 5), (5, 1)], b'q': [(3, 2), (6, 0), (6, 1)], b'r': [(2, 0)], b's': [(1, 1), (1, 4)], b't': [(5, 4)], b'u': [(0, 5), (1, 3), (4, 5), (6, 3), (6, 5)], b'v': [(1, 0), (5, 3), (6, 7), (7, 2)], b'w': [(2, 2), (3, 1), (5, 7), (6, 4), (7, 7)], b'x': [(2, 6), (3, 6)], b'y': [(5, 2)], b'z': [(4, 0), (7, 5)]}
64631414176307657573345235423463044054220625402264730463657131024635221473340667560741201702523521351731025275231417211444372235523514105235172221170404166752351463533166653452734217033431563514173122,{b'a': [(1, 7)], b'b': [(1, 1), (2, 5)], b'c': [(2, 1)], b'd': [(6, 6)], b'e': [(1, 4), (5, 6)], b'f': [(2, 0), (4, 2), (6, 4)], b'g': [(3, 3), (4, 6), (5, 0), (5, 5)], b'h': [(3, 5)], b'i': [(0, 2), (3, 7)], b'j': [(0, 0), (5, 7), (6, 2)], b'k': [(1, 2), (3, 0), (7, 0), (7, 6)], b'l': [(0, 4), (6, 3)], b'm': [(1, 0), (5, 1), (7, 4)], b'n': [(3, 6), (6, 7)], b'o': [(1, 6), (5, 3), (6, 5), (7, 3)], b'p': [(0, 3), (2, 3), (4, 3), (7, 7)], b'q': [(6, 0)], b'r': [(0, 1), (3, 1)], b's': [(0, 6), (0, 7), (4, 1), (5, 4)], b't': [(2, 2), (5, 2)], b'u': [(2, 6), (3, 4), (4, 0), (7, 2)], b'v': [(2, 7), (3, 2), (4, 7)], b'w': [(4, 4), (7, 1)], b'x': [(1, 5), (2, 4), (4, 5)], b'y': [(7, 5)], b'z': [(0, 5), (1, 3), (6, 1)]}
